DateVal,TotalUKCases,NewUKCases,TotalUKDeaths,DailyUKDeaths,EnglandCases,EnglandDeaths,ScotlandCases,ScotlandDeaths,WalesCases,WalesDeaths,NICases,NIDeaths
10/04/2020,"70,272","5,195","8,958",980,"58,817","8,114","5,275",447,"4,591",315,"1,589",82
