Hourly measurement data supplied by UK-air on 12/04/2020
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,,"Cardiff Centre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cardiff Newport Road",,,,,,,,,,,,,
Date,Time,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status,"Modelled Wind Direction",Status,"Modelled Wind Speed",Status,"Modelled Temperature",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Modelled Wind Direction",Status,"Modelled Wind Speed",Status,"Modelled Temperature",Status
2019-04-08,12:00:00,43.65594,V ugm-3,3.91186,V ugm-3,22.27901,V ugm-3,28.27711,V ugm-3,1.34862,V ugm-3,0.094483,V mgm-3,44.7,V ugm-3 (TEOM FDMS),35.1,V ugm-3 (TEOM FDMS),9.6,V ugm-3 (TEOM FDMS),36.4,V ugm-3 (TEOM FDMS),26.4,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),95.9,N deg,3.1,N ms-1,7.6,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,49.276,V ugm-3 (Ref.eq),89.3,N deg,2.8,N ms-1,7.8,N degC
2019-04-08,13:00:00,44.80347,V ugm-3,4.73541,V ugm-3,22.57565,V ugm-3,29.83651,V ugm-3,1.34862,V ugm-3,0.094483,V mgm-3,46.1,V ugm-3 (TEOM FDMS),36.2,V ugm-3 (TEOM FDMS),9.9,V ugm-3 (TEOM FDMS),40.5,V ugm-3 (TEOM FDMS),29.7,V ugm-3 (TEOM FDMS),10.8,V ugm-3 (TEOM FDMS),91.4,N deg,3,N ms-1,7.9,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,52.175,V ugm-3 (Ref.eq),78.3,N deg,2.8,N ms-1,8.1,N degC
2019-04-08,14:00:00,47.04863,V ugm-3,4.66678,V ugm-3,19.45812,V ugm-3,26.61375,V ugm-3,1.50728,V ugm-3,0.100388,V mgm-3,49.2,V ugm-3 (TEOM FDMS),37.6,V ugm-3 (TEOM FDMS),11.6,V ugm-3 (TEOM FDMS),40.2,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),11.2,V ugm-3 (TEOM FDMS),88.6,N deg,3.3,N ms-1,8.2,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,52.175,V ugm-3 (Ref.eq),75.8,N deg,3,N ms-1,8.3,N degC
2019-04-08,15:00:00,52.03788,V ugm-3,3.91186,V ugm-3,16.14537,V ugm-3,22.14347,V ugm-3,1.42795,V ugm-3,0.085626,V mgm-3,47.7,V ugm-3 (TEOM FDMS),37.5,V ugm-3 (TEOM FDMS),10.2,V ugm-3 (TEOM FDMS),39.3,V ugm-3 (TEOM FDMS),28.9,V ugm-3 (TEOM FDMS),10.4,V ugm-3 (TEOM FDMS),87.8,N deg,3.4,N ms-1,8.6,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,59.904,V ugm-3 (Ref.eq),77.4,N deg,3.1,N ms-1,8.6,N degC
2019-04-08,16:00:00,51.08992,V ugm-3,4.08343,V ugm-3,17.33773,V ugm-3,23.59891,V ugm-3,1.11063,V ugm-3,0.085626,V mgm-3,51.2,V ugm-3 (TEOM FDMS),38.4,V ugm-3 (TEOM FDMS),12.8,V ugm-3 (TEOM FDMS),41.1,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),11.1,V ugm-3 (TEOM FDMS),90.3,N deg,2.9,N ms-1,8.6,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,51.209,V ugm-3 (Ref.eq),84.6,N deg,2.4,N ms-1,8.9,N degC
2019-04-08,17:00:00,49.2439,V ugm-3,4.0148,V ugm-3,18.06672,V ugm-3,24.22267,V ugm-3,1.18996,V ugm-3,0.109246,V mgm-3,50.6,V ugm-3 (TEOM FDMS),40.9,V ugm-3 (TEOM FDMS),9.7,V ugm-3 (TEOM FDMS),41.6,V ugm-3 (TEOM FDMS),31.1,V ugm-3 (TEOM FDMS),10.5,V ugm-3 (TEOM FDMS),94.4,N deg,2.5,N ms-1,8.5,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,51.209,V ugm-3 (Ref.eq),95.2,N deg,2.1,N ms-1,8.9,N degC
2019-04-08,18:00:00,46.00089,V ugm-3,3.22557,V ugm-3,19.38083,V ugm-3,24.32663,V ugm-3,0.95197,V ugm-3,0.07972,V mgm-3,48.1,V ugm-3 (TEOM FDMS),36.4,V ugm-3 (TEOM FDMS),11.7,V ugm-3 (TEOM FDMS),40.8,V ugm-3 (TEOM FDMS),30.7,V ugm-3 (TEOM FDMS),10.1,V ugm-3 (TEOM FDMS),95.5,N deg,2.6,N ms-1,8.3,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,52.175,V ugm-3 (Ref.eq),93.3,N deg,2.5,N ms-1,8.8,N degC
2019-04-08,19:00:00,44.20476,V ugm-3,2.74517,V ugm-3,20.11744,V ugm-3,24.32663,V ugm-3,1.26929,V ugm-3,0.094483,V mgm-3,45,V ugm-3 (TEOM FDMS),34.5,V ugm-3 (TEOM FDMS),10.5,V ugm-3 (TEOM FDMS),40.6,V ugm-3 (TEOM FDMS),29.7,V ugm-3 (TEOM FDMS),10.9,V ugm-3 (TEOM FDMS),98.4,N deg,2.2,N ms-1,8,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,47.344,V ugm-3 (Ref.eq),94.2,N deg,2.4,N ms-1,8.5,N degC
2019-04-08,20:00:00,39.21551,V ugm-3,1.37258,V ugm-3,22.37797,V ugm-3,24.48257,V ugm-3,1.26929,V ugm-3,0.109246,V mgm-3,44.5,V ugm-3 (TEOM FDMS),34.2,V ugm-3 (TEOM FDMS),10.3,V ugm-3 (TEOM FDMS),39.2,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),9.2,V ugm-3 (TEOM FDMS),97.5,N deg,2.4,N ms-1,7.8,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,46.378,V ugm-3 (Ref.eq),96.4,N deg,2.3,N ms-1,8.3,N degC
2019-04-08,21:00:00,28.98754,V ugm-3,1.47553,V ugm-3,27.31417,V ugm-3,29.57661,V ugm-3,1.26929,V ugm-3,0.115151,V mgm-3,43,V ugm-3 (TEOM FDMS),33.4,V ugm-3 (TEOM FDMS),9.6,V ugm-3 (TEOM FDMS),38.3,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),9.3,V ugm-3 (TEOM FDMS),101.4,N deg,2.6,N ms-1,7.6,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,43.479,V ugm-3 (Ref.eq),94,N deg,2.6,N ms-1,8.2,N degC
2019-04-08,22:00:00,30.28475,V ugm-3,1.02944,V ugm-3,21.96848,V ugm-3,23.54693,V ugm-3,0.47598,V ugm-3,0.118103,V mgm-3,45.3,V ugm-3 (TEOM FDMS),34.9,V ugm-3 (TEOM FDMS),10.4,V ugm-3 (TEOM FDMS),38.7,V ugm-3 (TEOM FDMS),29.8,V ugm-3 (TEOM FDMS),8.9,V ugm-3 (TEOM FDMS),101,N deg,2.4,N ms-1,7.5,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,41.547,V ugm-3 (Ref.eq),92.4,N deg,2.6,N ms-1,8,N degC
2019-04-08,23:00:00,33.12862,V ugm-3,0.92649,V ugm-3,15.47289,V ugm-3,16.8935,V ugm-3,0.95197,V ugm-3,0.112199,V mgm-3,47.3,V ugm-3 (TEOM FDMS),36.9,V ugm-3 (TEOM FDMS),10.4,V ugm-3 (TEOM FDMS),43.9,V ugm-3 (TEOM FDMS),33.4,V ugm-3 (TEOM FDMS),10.5,V ugm-3 (TEOM FDMS),82.1,N deg,2.7,N ms-1,7.4,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,46.378,V ugm-3 (Ref.eq),74.8,N deg,2.6,N ms-1,7.7,N degC
2019-04-08,24:00:00,33.97679,V ugm-3,0.61766,V ugm-3,11.47615,V ugm-3,12.42322,V ugm-3,1.18996,V ugm-3,0.091531,V mgm-3,49,V ugm-3 (TEOM FDMS),37.1,V ugm-3 (TEOM FDMS),11.9,V ugm-3 (TEOM FDMS),42.7,V ugm-3 (TEOM FDMS),31.7,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),63.4,N deg,2.5,N ms-1,7.4,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,46.378,V ugm-3 (Ref.eq),57,N deg,2.6,N ms-1,7.5,N degC
2019-04-09,01:00:00,41.24447,V ugm-3,0.55012,V ugm-3,11.09801,V ugm-3,11.94152,V ugm-3,1.69371,V ugm-3,0.208516,V mgm-3,47.5,V ugm-3 (TEOM FDMS),37.7,V ugm-3 (TEOM FDMS),9.8,V ugm-3 (TEOM FDMS),45.4,V ugm-3 (TEOM FDMS),33.5,V ugm-3 (TEOM FDMS),11.9,V ugm-3 (TEOM FDMS),45.8,N deg,2,N ms-1,7.1,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,48.31,V ugm-3 (Ref.eq),47.5,N deg,2.2,N ms-1,9.2,N degC
2019-04-09,02:00:00,42.15916,V ugm-3,0.77934,V ugm-3,12.55166,V ugm-3,13.74663,V ugm-3,1.05857,V ugm-3,0.194746,V mgm-3,50.2,V ugm-3 (TEOM FDMS),37.4,V ugm-3 (TEOM FDMS),12.8,V ugm-3 (TEOM FDMS),45.1,V ugm-3 (TEOM FDMS),33.2,V ugm-3 (TEOM FDMS),11.9,V ugm-3 (TEOM FDMS),42.1,N deg,2.3,N ms-1,7.2,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,47.344,V ugm-3 (Ref.eq),50.1,N deg,2.6,N ms-1,9.1,N degC
2019-04-09,03:00:00,39.76432,V ugm-3,0.65327,V ugm-3,17.43132,V ugm-3,18.43298,V ugm-3,0.95271,V ugm-3,0.194746,V mgm-3,51.2,V ugm-3 (TEOM FDMS),38.2,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),48,V ugm-3 (TEOM FDMS),35.2,V ugm-3 (TEOM FDMS),12.8,V ugm-3 (TEOM FDMS),44.9,N deg,2.3,N ms-1,7,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,52.175,V ugm-3 (Ref.eq),55.9,N deg,2.4,N ms-1,9.3,N degC
2019-04-09,04:00:00,34.5755,V ugm-3,0.61889,V ugm-3,15.40121,V ugm-3,16.35016,V ugm-3,1.11149,V ugm-3,0.21245,V mgm-3,44.1,V ugm-3 (TEOM FDMS),31.2,V ugm-3 (TEOM FDMS),12.9,V ugm-3 (TEOM FDMS),43.7,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),13.7,V ugm-3 (TEOM FDMS),53.2,N deg,3.1,N ms-1,7.3,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,48.31,V ugm-3 (Ref.eq),59.5,N deg,3,N ms-1,9.2,N degC
2019-04-09,05:00:00,27.69034,V ugm-3,1.13463,V ugm-3,14.97492,V ugm-3,16.71466,V ugm-3,1.19089,V ugm-3,0.188845,V mgm-3,41.9,V ugm-3 (TEOM FDMS),29.3,V ugm-3 (TEOM FDMS),12.6,V ugm-3 (TEOM FDMS),39.1,V ugm-3 (TEOM FDMS),27.3,V ugm-3 (TEOM FDMS),11.8,V ugm-3 (TEOM FDMS),50.6,N deg,4.5,N ms-1,7.7,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,40.58,V ugm-3 (Ref.eq),49.9,N deg,4.5,N ms-1,9,N degC
2019-04-09,06:00:00,43.15701,V ugm-3,1.37531,V ugm-3,14.60588,V ugm-3,16.71466,V ugm-3,1.19089,V ugm-3,0.12983,V mgm-3,40.5,V ugm-3 (TEOM FDMS),28.4,V ugm-3 (TEOM FDMS),12.1,V ugm-3 (TEOM FDMS),32.6,V ugm-3 (TEOM FDMS),22.2,V ugm-3 (TEOM FDMS),10.4,V ugm-3 (TEOM FDMS),48.1,N deg,6.2,N ms-1,7.7,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,50.242,V ugm-3 (Ref.eq),51.2,N deg,6.5,N ms-1,8.8,N degC
2019-04-09,07:00:00,51.28949,V ugm-3,1.40969,V ugm-3,19.9685,V ugm-3,22.13,V ugm-3,0.79393,V ugm-3,0.132782,V mgm-3,35.2,V ugm-3 (TEOM FDMS),24.1,V ugm-3 (TEOM FDMS),11.1,V ugm-3 (TEOM FDMS),27.8,V ugm-3 (TEOM FDMS),16.7,V ugm-3 (TEOM FDMS),11.1,V ugm-3 (TEOM FDMS),52.4,N deg,6.6,N ms-1,7.2,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,39.614,V ugm-3 (Ref.eq),53.4,N deg,7.2,N ms-1,8.3,N degC
2019-04-09,08:00:00,55.92949,V ugm-3,2.06296,V ugm-3,22.19521,V ugm-3,25.35837,V ugm-3,1.11149,V ugm-3,0.141633,V mgm-3,26.9,V ugm-3 (TEOM FDMS),18.5,V ugm-3 (TEOM FDMS),8.4,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),13.2,V ugm-3 (TEOM FDMS),7.8,V ugm-3 (TEOM FDMS),56.8,N deg,6.5,N ms-1,7.1,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,35.749,V ugm-3 (Ref.eq),55.9,N deg,7.4,N ms-1,8.1,N degC
2019-04-09,09:00:00,57.52605,V ugm-3,2.64747,V ugm-3,21.35105,V ugm-3,25.41044,V ugm-3,1.34968,V ugm-3,0.115078,V mgm-3,35.3,V ugm-3 (TEOM FDMS),26.7,V ugm-3 (TEOM FDMS),8.6,V ugm-3 (TEOM FDMS),21.7,V ugm-3 (TEOM FDMS),14.2,V ugm-3 (TEOM FDMS),7.5,V ugm-3 (TEOM FDMS),59.4,N deg,6.7,N ms-1,7.1,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,34.783,V ugm-3 (Ref.eq),58.5,N deg,7.3,N ms-1,8,N degC
2019-04-09,10:00:00,56.87745,V ugm-3,2.02858,V ugm-3,17.56158,V ugm-3,20.67202,V ugm-3,0.87332,V ugm-3,0.100324,V mgm-3,23.8,V ugm-3 (TEOM FDMS),16.2,V ugm-3 (TEOM FDMS),7.6,V ugm-3 (TEOM FDMS),17.2,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),7.2,V ugm-3 (TEOM FDMS),61.1,N deg,6.8,N ms-1,7.1,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,24.155,V ugm-3 (Ref.eq),60,N deg,7.4,N ms-1,7.9,N degC
2019-04-09,11:00:00,54.5824,V ugm-3,1.95981,V ugm-3,18.44808,V ugm-3,21.45308,V ugm-3,0.87332,V ugm-3,0.112126,V mgm-3,22.4,V ugm-3 (TEOM FDMS),16.4,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),16.2,V ugm-3 (TEOM FDMS),10.7,V ugm-3 (TEOM FDMS),5.5,V ugm-3 (TEOM FDMS),58.7,N deg,6.4,N ms-1,7.3,N degC,24.62973,V ugm-3,53.5459,V ugm-3,91.31096,V ugm-3,25.121,V ugm-3 (Ref.eq),56.7,N deg,7.1,N ms-1,7.9,N degC
2019-04-09,12:00:00,50.591,V ugm-3,2.30364,V ugm-3,20.88891,V ugm-3,24.4211,V ugm-3,0.79393,V ugm-3,0.123929,V mgm-3,32,V ugm-3 (TEOM FDMS),25.5,V ugm-3 (TEOM FDMS),6.5,V ugm-3 (TEOM FDMS),20.9,V ugm-3 (TEOM FDMS),14.5,V ugm-3 (TEOM FDMS),6.4,V ugm-3 (TEOM FDMS),59.1,N deg,6.2,N ms-1,7.5,N degC,28.48224,V ugm-3,52.63156,V ugm-3,96.30372,V ugm-3,38.648,V ugm-3 (Ref.eq),54.4,N deg,6.7,N ms-1,8,N degC
2019-04-09,13:00:00,47.79702,V ugm-3,2.85376,V ugm-3,21.8158,V ugm-3,26.1915,V ugm-3,0.87332,V ugm-3,0.12983,V mgm-3,28.9,V ugm-3 (TEOM FDMS),22.6,V ugm-3 (TEOM FDMS),6.3,V ugm-3 (TEOM FDMS),20.1,V ugm-3 (TEOM FDMS),13.9,V ugm-3 (TEOM FDMS),6.2,V ugm-3 (TEOM FDMS),58.2,N deg,6.3,N ms-1,7.8,N degC,31.01765,V ugm-3,51.31757,V ugm-3,98.87731,V ugm-3,29.952,V ugm-3 (Ref.eq),55.9,N deg,6.8,N ms-1,8.3,N degC
2019-04-09,14:00:00,51.08992,V ugm-3,3.3695,V ugm-3,19.87945,V ugm-3,25.04595,V ugm-3,1.34968,V ugm-3,0.141633,V mgm-3,22.8,V ugm-3 (TEOM FDMS),16.8,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),11.9,V ugm-3 (TEOM FDMS),5.1,V ugm-3 (TEOM FDMS),62.3,N deg,6,N ms-1,8.1,N degC,34.47504,V ugm-3,46.01632,V ugm-3,98.87731,V ugm-3,28.986,V ugm-3 (Ref.eq),59.5,N deg,7.4,N ms-1,8.8,N degC
2019-04-09,15:00:00,51.13981,V ugm-3,2.88814,V ugm-3,23.58555,V ugm-3,28.01397,V ugm-3,1.27028,V ugm-3,0.144584,V mgm-3,24.4,V ugm-3 (TEOM FDMS),18.6,V ugm-3 (TEOM FDMS),5.8,V ugm-3 (TEOM FDMS),17.5,V ugm-3 (TEOM FDMS),12.5,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),63.7,N deg,6.2,N ms-1,8.7,N degC,32.56524,V ugm-3,61.81258,V ugm-3,111.74526,V ugm-3,28.02,V ugm-3 (Ref.eq),60.1,N deg,7.4,N ms-1,9.1,N degC
2019-04-09,16:00:00,51.8882,V ugm-3,2.40679,V ugm-3,25.98988,V ugm-3,29.68023,V ugm-3,1.11149,V ugm-3,0.153437,V mgm-3,27.9,V ugm-3 (TEOM FDMS),21.3,V ugm-3 (TEOM FDMS),6.6,V ugm-3 (TEOM FDMS),18.5,V ugm-3 (TEOM FDMS),13.2,V ugm-3 (TEOM FDMS),5.3,V ugm-3 (TEOM FDMS),59.6,N deg,5.4,N ms-1,8.8,N degC,47.3826,V ugm-3,73.73347,V ugm-3,146.38577,V ugm-3,30.918,V ugm-3 (Ref.eq),53.4,N deg,5.4,N ms-1,9.3,N degC
2019-04-09,17:00:00,45.15271,V ugm-3,2.92253,V ugm-3,31.1872,V ugm-3,35.66835,V ugm-3,0.95271,V ugm-3,0.191795,V mgm-3,26,V ugm-3 (TEOM FDMS),21.6,V ugm-3 (TEOM FDMS),4.4,V ugm-3 (TEOM FDMS),20.1,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),5.1,V ugm-3 (TEOM FDMS),63.6,N deg,6.5,N ms-1,8.8,N degC,57.88645,V ugm-3,78.83416,V ugm-3,167.59215,V ugm-3,32.851,V ugm-3 (Ref.eq),62.9,N deg,7.8,N ms-1,9.7,N degC
2019-04-09,18:00:00,45.80132,V ugm-3,4.02277,V ugm-3,34.70724,V ugm-3,40.87541,V ugm-3,1.27028,V ugm-3,0.177042,V mgm-3,24,V ugm-3 (TEOM FDMS),19.2,V ugm-3 (TEOM FDMS),4.8,V ugm-3 (TEOM FDMS),20.9,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),6.9,V ugm-3 (TEOM FDMS),66.8,N deg,6.5,N ms-1,8.5,N degC,34.87017,V ugm-3,68.00658,V ugm-3,121.47343,V ugm-3,29.952,V ugm-3 (Ref.eq),62,N deg,8.5,N ms-1,9.5,N degC
2019-04-09,19:00:00,63.71272,V ugm-3,0.89395,V ugm-3,24.35216,V ugm-3,25.72287,V ugm-3,1.03211,V ugm-3,0.141633,V mgm-3,25.7,V ugm-3 (TEOM FDMS),21.8,V ugm-3 (TEOM FDMS),3.9,V ugm-3 (TEOM FDMS),15.1,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),4.1,V ugm-3 (TEOM FDMS),64.9,N deg,7.8,N ms-1,8.1,N degC,17.25398,V ugm-3,54.56086,V ugm-3,81.0166,V ugm-3,26.087,V ugm-3 (Ref.eq),60.7,N deg,9.4,N ms-1,9.2,N degC
2019-04-09,20:00:00,71.99488,V ugm-3,0.68765,V ugm-3,17.95137,V ugm-3,19.00576,V ugm-3,1.03211,V ugm-3,0.123929,V mgm-3,23.2,V ugm-3 (TEOM FDMS),19.9,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS),15.4,V ugm-3 (TEOM FDMS),11.4,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),63.3,N deg,8.4,N ms-1,7.5,N degC,7.73795,V ugm-3,34.8717,V ugm-3,46.73639,V ugm-3,23.189,V ugm-3 (Ref.eq),61.2,N deg,10.3,N ms-1,8.5,N degC
2019-04-09,21:00:00,80.92564,V ugm-3,0.55012,V ugm-3,14.20489,V ugm-3,15.0484,V ugm-3,1.03211,V ugm-3,0.103275,V mgm-3,22.8,V ugm-3 (TEOM FDMS),18.1,V ugm-3 (TEOM FDMS),4.7,V ugm-3 (TEOM FDMS),13.5,V ugm-3 (TEOM FDMS),10.4,V ugm-3 (TEOM FDMS),3.1,V ugm-3 (TEOM FDMS),65.2,N deg,8.5,N ms-1,6.8,N degC,5.9928,V ugm-3,29.36355,V ugm-3,38.55237,V ugm-3,27.054,V ugm-3 (Ref.eq),64.2,N deg,10.4,N ms-1,7.9,N degC
2019-04-09,22:00:00,78.92994,V ugm-3,0.41259,V ugm-3,13.58264,V ugm-3,14.21527,V ugm-3,0.63514,V ugm-3,0.103275,V mgm-3,22,V ugm-3 (TEOM FDMS),16.8,V ugm-3 (TEOM FDMS),5.2,V ugm-3 (TEOM FDMS),13.1,V ugm-3 (TEOM FDMS),11.2,V ugm-3 (TEOM FDMS),1.9,V ugm-3 (TEOM FDMS),64.9,N deg,8.5,N ms-1,6.3,N degC,4.18178,V ugm-3,27.30204,V ugm-3,33.71402,V ugm-3,23.189,V ugm-3 (Ref.eq),63.7,N deg,10.4,N ms-1,7.5,N degC
2019-04-09,23:00:00,87.1622,V ugm-3,0.06877,V ugm-3,9.05898,V ugm-3,9.16442,V ugm-3,0.55575,V ugm-3,0.070817,V mgm-3,16.7,V ugm-3 (TEOM FDMS),11.8,V ugm-3 (TEOM FDMS),4.9,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),8.7,V ugm-3 (TEOM FDMS),4.3,V ugm-3 (TEOM FDMS),66,N deg,8.1,N ms-1,5.5,N degC,3.55617,V ugm-3,23.32002,V ugm-3,28.77273,V ugm-3,14.493,V ugm-3 (Ref.eq),65.6,N deg,10.2,N ms-1,7.2,N degC
2019-04-09,24:00:00,89.30758,V ugm-3,0.2063,V ugm-3,6.60907,V ugm-3,6.92539,V ugm-3,0.95271,V ugm-3,0.079669,V mgm-3,17.1,V ugm-3 (TEOM FDMS),13.8,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS),10.5,V ugm-3 (TEOM FDMS),8.1,V ugm-3 (TEOM FDMS),2.4,V ugm-3 (TEOM FDMS),67.2,N deg,7.8,N ms-1,5.5,N degC,1.94272,V ugm-3,14.67603,V ugm-3,17.65483,V ugm-3,21.256,V ugm-3 (Ref.eq),67,N deg,9.7,N ms-1,6.8,N degC
2019-04-10,01:00:00,89.8065,V ugm-3,0.1378,V ugm-3,5.21347,V ugm-3,5.42476,V ugm-3,1.16533,V ugm-3,0.094362,V mgm-3,18.4,V ugm-3 (TEOM FDMS),14.7,V ugm-3 (TEOM FDMS),3.7,V ugm-3 (TEOM FDMS),9.5,V ugm-3 (TEOM FDMS),7.8,V ugm-3 (TEOM FDMS),1.7,V ugm-3 (TEOM FDMS),54.6,N deg,5.8,N ms-1,4.3,N degC,1.18736,V ugm-3,11.99442,V ugm-3,13.81502,V ugm-3,18.358,V ugm-3 (Ref.eq),52.6,N deg,8.2,N ms-1,6.5,N degC
2019-04-10,02:00:00,84.36822,V ugm-3,0.45934,V ugm-3,13.83127,V ugm-3,14.53558,V ugm-3,0.95346,V ugm-3,0.082566,V mgm-3,19.6,V ugm-3 (TEOM FDMS),17.5,V ugm-3 (TEOM FDMS),2.1,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),52.8,N deg,6.2,N ms-1,3.8,N degC,1.80304,V ugm-3,12.97488,V ugm-3,15.7395,V ugm-3,20.29,V ugm-3 (Ref.eq),50,N deg,8.4,N ms-1,6,N degC
2019-04-10,03:00:00,83.47015,V ugm-3,0.34451,V ugm-3,14.75499,V ugm-3,15.28323,V ugm-3,0.71509,V ugm-3,0.094362,V mgm-3,20.5,V ugm-3 (TEOM FDMS),17.3,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS),12.2,V ugm-3 (TEOM FDMS),9.9,V ugm-3 (TEOM FDMS),2.3,V ugm-3 (TEOM FDMS),55.4,N deg,6.7,N ms-1,3.4,N degC,1.74806,V ugm-3,12.21721,V ugm-3,14.89754,V ugm-3,20.29,V ugm-3 (Ref.eq),51.1,N deg,9,N ms-1,5.7,N degC
2019-04-10,04:00:00,82.12305,V ugm-3,0.27561,V ugm-3,11.10503,V ugm-3,11.52762,V ugm-3,0.63564,V ugm-3,0.10026,V mgm-3,21,V ugm-3 (TEOM FDMS),18.1,V ugm-3 (TEOM FDMS),2.9,V ugm-3 (TEOM FDMS),11.6,V ugm-3 (TEOM FDMS),9.5,V ugm-3 (TEOM FDMS),2.1,V ugm-3 (TEOM FDMS),56,N deg,6.7,N ms-1,3.2,N degC,2.53964,V ugm-3,14.45723,V ugm-3,18.35129,V ugm-3,22.223,V ugm-3 (Ref.eq),51.9,N deg,8.9,N ms-1,5.5,N degC
2019-04-10,05:00:00,72.99273,V ugm-3,0.68902,V ugm-3,13.80946,V ugm-3,14.86594,V ugm-3,0.63564,V ugm-3,0.10026,V mgm-3,19.2,V ugm-3 (TEOM FDMS),16.3,V ugm-3 (TEOM FDMS),2.9,V ugm-3 (TEOM FDMS),11.6,V ugm-3 (TEOM FDMS),9.5,V ugm-3 (TEOM FDMS),2.1,V ugm-3 (TEOM FDMS),54.1,N deg,6.6,N ms-1,2.9,N degC,5.47507,V ugm-3,22.58571,V ugm-3,30.98069,V ugm-3,19.324,V ugm-3 (Ref.eq),51.7,N deg,8.8,N ms-1,5.2,N degC
2019-04-10,06:00:00,63.31358,V ugm-3,1.13688,V ugm-3,19.6429,V ugm-3,21.38608,V ugm-3,0.79455,V ugm-3,0.094362,V mgm-3,21.1,V ugm-3 (TEOM FDMS),18.1,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),10.3,V ugm-3 (TEOM FDMS),8.7,V ugm-3 (TEOM FDMS),1.6,V ugm-3 (TEOM FDMS),51.3,N deg,6.4,N ms-1,2.6,N degC,13.75363,V ugm-3,38.0376,V ugm-3,59.12621,V ugm-3,20.29,V ugm-3 (Ref.eq),50.8,N deg,8.8,N ms-1,4.9,N degC
