DateVal,TotalUKCases,NewUKCases,TotalUKDeaths,DailyUKDeaths,EnglandCases,EnglandDeaths,ScotlandCases,ScotlandDeaths,WalesCases,WalesDeaths,NICases,NIDeaths
09/04/2020,"65,077","4,344","7,978",881,"54,554","7,248","4,957",366,"4,089",286,"1,477",78
